0,7924.891,1923.526
1,7953.128,1798.516
2,7953.56,1795.344
3,8003.92,1812.732
4,8014.803,1810.499
5,8014.096,1748.879
6,8066.034,1753.251
7,8068.442,1752.698
8,8069.382,1755.83
9,8122.537,1819.063
10,8200.565,1812.291
11,8232.387,1753.292
12,8230.914,1746.453
13,8253.158,1739.495
14,8257.365,1737.745
15,8276.32,1685.318
16,8203.277,1680.095
17,8199.662,1683.363
18,8232.12,1620.835
19,8272.319,1555.621
20,8348.349,1560.56
21,8313.234,1621.161
22,8466.828,1573.171
23,8476.379,1582.611
24,8505.146,1582.642
25,8507.332,1544.763
26,8508.988,1541.593
27,8504.635,1541.761
28,8482.893,1527.485
29,8483.596,1525.493
30,8479.776,1527.874
31,8537.838,1617.558
32,8561.005,1622.288
33,8563.805,1620.822
34,8561.07,1625.671
35,8508.706,1644.394
36,8487.22,1658.432
37,8499.2,1683.983
38,8496.262,1685.792
39,8499.05,1688.863
40,8473.313,1731.024
41,8471.36,1732.239
42,8465.645,1798.817
43,8468.248,1799.397
44,8491.145,1809.735
45,8419.186,1814.231
46,8455.72,1877.291
47,8448.749,1890.212
48,8446.337,1888.787
49,8401.049,1907.874
50,8397.443,1909.209
51,8341.602,1883.376
52,8338.152,1881.925
53,8344.173,1814.468
54,8283.248,1803.095
55,8280.52,1797.256
56,8243,1887
57,8271.397,1938.226
58,8310.586,1955.379
59,8313.174,1951.174
60,8309.314,2006.07
61,8261.471,2005.297
62,8245.151,2002.664
63,8230.613,1964.736
64,8196.982,1940.079
65,8123.564,1942.23
66,8269.441,2068.17
67,8272.704,2071.614
68,8303,2128
69,8344.155,2068.526
70,8383,2127
71,8419.265,2190.838
72,8345.577,2199.267
73,8270,2198
74,8269,2194
75,8200,2191
76,8418.776,2328.095
77,8497,2312
78,8530.024,2383.493
79,8490,2447
80,8731.064,2346.166
81,8742.03,2195.297
82,8749.428,2189.868
83,8795.351,2171.817
84,8839.371,2156.417
85,8846.488,2146.043
86,8851.455,2146.5
87,8896.111,2140.406
88,8894.943,2131.941
89,8912.53,2138.26
90,8933.156,2067.758
91,8972.302,2001.694
92,9041.166,1999.158
93,9043,2000
94,9119,2004
95,9189.356,2000.32
96,9156,2069
97,9152.377,2067.586
98,9195.729,2132.039
99,9297.371,2197.21
100,9193.448,2256.806
101,9228.952,2323.962
102,9203.495,2354.397
103,9195.809,2350.74
104,9200.242,2364.258
105,9244.014,2382.308
106,9252.792,2378.293
107,9255.684,2383.191
108,9282.374,2344.704
109,9274.69,2336.553
110,9312.373,2332.903
111,9317.951,2332.811
112,9323.496,2329.861
113,9264.943,2517.124
114,9189.078,2509.516
115,9176.718,2543.377
116,9181.101,2545.093
117,9095.195,2560.305
118,9092.127,2545.34
119,9033.036,2512.145
120,9014.175,2506.749
121,9012.24,2517.323
122,9008,2452
123,9008,2447
124,9078.544,2454.751
125,9154.622,2450.032
126,9121.789,2388.885
127,9117.391,2384.857
128,9049.666,2252.016
129,9300,2064
130,9125.717,1919.071
131,9121.247,1912.14
132,9126.078,1897.576
133,9114.216,1932.259
134,9081.919,1879.056
135,9036.021,1891.303
136,9024.691,1888.01
137,8954.906,1900.54
138,8953.284,1906.154
139,8900.399,1896.844
140,8894.636,1897.896
141,8898.824,1871.139
142,8825.367,1998.617
143,8790.687,2063.577
144,8713.952,2065.388
145,8635.121,2073.347
146,8571.407,2069.319
147,8605.455,2130.819
148,8564.5,2186.5
149,8528.105,2130.811
150,8496,2069
151,8532.891,2002.334
152,8640.963,2195.519
153,8747.05,1874.159
154,8708,1813
155,8732.727,1716.444
156,8737.878,1711.45
157,8754.851,1711.256
158,8735.376,1639.158
159,8717.81,1618.618
160,8724.468,1608.158
161,8726.016,1579.275
